user,activity,timestamp,ax,ay,az
1600,Sitting,241968270964310.0,-2.232605,9.434509,1.0654144
1600,Sitting,241973306362316.0,-2.2076874,9.4935,0.902359
1600,Sitting,241978341762706.0,-2.210678,9.5295105,0.7865753
1600,Sitting,241983377172251.0,-2.2621155,9.479492,0.7930908
1600,Sitting,241988412572642.0,-2.101471,9.469086,0.8996124
1600,Sitting,241993447973857.0,-2.1987,9.45433,1.1251678
1600,Sitting,241998483374248.0,-2.1945496,9.486374,1.009613
1600,Sitting,242003518783080.0,-2.0356598,9.352005,1.416626
1600,Sitting,242008554183471.0,-2.1236572,9.527054,0.82321167
1600,Sitting,242013589591783.0,-2.0589142,9.484024,1.0505524
1600,Sitting,242018624992173.0,-2.1202545,9.529022,0.8315582
1600,Sitting,242023660364361.0,-1.9788818,9.519882,0.6980591
1600,Sitting,242028695764752.0,-2.010315,9.587173,0.64411926
1600,Sitting,242033731191895.0,-2.05336,9.49469,1.0650482
1600,Sitting,242038766592286.0,-1.9644928,9.502167,1.1348419
1600,Sitting,242043801967427.0,-2.0293732,9.532562,0.8849945
1600,Sitting,242048837367818.0,-2.0937958,9.511215,0.9176178
1600,Sitting,242053872776625.0,-2.113083,9.536774,0.6817322
1600,Sitting,242058908177015.0,-1.9140015,9.576004,0.6791229
1600,Sitting,242063943575251.0,-1.8622284,9.567551,1.0689087
1600,Sitting,242068978975642.0,-1.9017334,9.526154,1.0359192
1600,EatingPasta,243071817036323.0,1.3894653,6.3023224,6.630081
1600,EatingPasta,243076852440839.0,1.4501648,6.508484,6.3868103
1600,EatingPasta,243081887841229.0,1.7721252,6.560959,6.357147
1600,EatingPasta,243086923219738.0,1.6023254,6.4948883,6.3930817
1600,EatingPasta,243091958620128.0,1.5996094,6.510376,6.4331207
1600,EatingPasta,243096994020482.0,1.5941772,6.556595,6.357727
1600,EatingPasta,243102029420873.0,1.6545868,6.5708313,6.3059998
1600,EatingPasta,243107064819822.0,1.6332092,6.5971985,6.269882
1600,EatingPasta,243112100220213.0,1.6768188,6.589447,6.3074646
1600,EatingPasta,243117135644624.0,1.623169,6.595932,6.173584
1600,EatingPasta,243122171029883.0,1.6500244,6.6011963,6.267578
1600,EatingPasta,243127206430274.0,1.6052399,6.584381,6.3263245
1600,EatingPasta,243132241837639.0,1.6247101,6.546173,6.2901917
1600,EatingPasta,243137277238030.0,1.8235474,6.7631226,6.122864
1600,EatingPasta,243142312638723.0,1.5998077,6.688553,6.2187195
1600,EatingPasta,243147348039113.0,1.6037292,6.6077576,6.3286743
1600,EatingPasta,243152383445028.0,1.5147858,6.614807,6.322998
1600,EatingPasta,243157418845419.0,1.5330963,6.5915985,6.32518
1600,EatingPasta,243162454226659.0,1.497055,6.652878,6.325897
1600,EatingPasta,243167489627050.0,1.4813385,6.603546,6.3082733
1600,EatingPasta,243172525033995.0,1.4355164,6.6078186,6.3741913
1600,EatingPasta,243177560434386.0,1.5315094,6.712311,6.232666
1600,EatingPasta,243182595839710.0,1.4414825,6.5624237,6.340515
1600,EatingPasta,243187631240100.0,1.4481659,6.6262817,6.3557434
1600,EatingPasta,243192666646296.0,1.5206909,6.660431,6.3289337
1600,EatingPasta,243197702046687.0,1.4868317,6.549988,6.4527893
1600,EatingPasta,243202737449235.0,1.4428558,6.652069,6.3700867
1600,EatingPasta,243207772849626.0,1.5589752,6.7797546,6.244217
1600,EatingPasta,243212808234330.0,1.447998,6.6629333,6.2906036
1600,EatingPasta,243217843634721.0,1.480072,6.640625,6.3085938
1600,EatingPasta,243222879031860.0,1.4669952,6.592621,6.3467865
1600,EatingPasta,243227914432250.0,1.4768829,6.6840515,6.2823944
1600,EatingPasta,243232949843473.0,1.4076233,6.7379303,6.2682343
1600,EatingPasta,243237985243864.0,1.3862762,6.6553955,6.384308
1600,EatingPasta,243243020637409.0,1.4630127,6.647766,6.35585
1600,Writing,243828399571266.0,2.6248474,7.961502,4.258728
1600,Writing,243833434971657.0,2.7698364,8.036545,4.342102
1600,Writing,243838470366904.0,2.802063,7.96521,4.4831696
1600,Writing,243843505767294.0,3.0129547,8.094666,3.8897705
1600,Writing,243848541181116.0,2.8240204,8.286011,4.0178833
1600,Writing,243853576581506.0,3.7752838,7.188919,4.505432
1600,Writing,243858611976678.0,3.670456,7.0704803,4.8409424
1600,Writing,243863647377069.0,3.8093414,7.2494507,4.449005
1600,Writing,243868682789034.0,3.9728088,7.101486,4.9304504
1600,Writing,243873718189425.0,3.763977,7.002594,4.848831
1600,Writing,243878753576634.0,3.681839,7.3924713,4.3481293
1600,Writing,243883788977024.0,3.5595398,7.0963287,4.884033
1600,Writing,243888824398050.0,3.7353363,7.1139526,4.7989807
1600,Writing,243893859798440.0,3.735382,6.9203186,5.210907
1600,Writing,243898895191123.0,3.9668274,7.066086,4.740204
1600,Writing,243903930591514.0,3.868576,6.958969,4.9174805
1600,Writing,243908966001877.0,4.013397,7.155655,4.7673035
1600,Writing,243914001402268.0,4.259552,6.960556,5.369339
1600,Writing,243919036777147.0,4.2589874,6.841675,4.829376
1600,Writing,243924072177537.0,3.8964233,7.1209106,4.5609894
1600,Writing,243929107577831.0,4.0234528,7.092682,4.7330933
1600,Writing,243934142978221.0,4.023056,7.076233,4.701233
1600,Writing,243939178376103.0,4.117264,6.8179626,4.8434906
1600,Writing,243944213776494.0,3.765915,6.792206,4.947052
1600,Writing,243949249197246.0,3.7640686,7.034378,4.861374
1600,Writing,243954284597637.0,3.792099,6.782593,4.9718323
1600,Writing,243959319982907.0,3.8562012,7.038727,4.649536
1600,Writing,243964355383297.0,3.7056427,7.0574646,4.8123627
1600,Writing,243969390791142.0,3.721283,6.9283295,5.578888
1600,Writing,243974426191532.0,3.8960876,7.1320953,4.569031
1600,Writing,243979461594879.0,3.9224243,7.34639,4.3226776
1600,Writing,243984496995270.0,3.8203735,7.101837,4.6875153
1600,Writing,243989532402221.0,3.619339,7.142639,4.6565857
1600,Writing,243994567802612.0,3.9353027,7.045044,4.856064
1600,Writing,243999603171128.0,3.801056,6.905304,4.7315826
1600,Writing,244004638571518.0,3.7020721,7.1052246,4.8696594
1600,Clapping,244329119809771.0,-1.4885254,9.683563,0.29597473
1600,Clapping,244334155208162.0,-2.102295,9.631699,-0.23526001
1600,Clapping,244339190608552.0,-1.4056091,9.730438,0.20935059
1600,Clapping,244344226004726.0,-1.7729187,9.416336,-0.5235443
1600,Clapping,244349261405117.0,-2.3620453,9.59758,-0.7991638
1600,Clapping,244354296804739.0,-0.9658356,9.70166,0.21208191
1600,Clapping,244359332205130.0,-2.1833344,9.385986,-0.30316162
1600,Clapping,244364367595638.0,-1.5064697,9.788162,-0.06990051
1600,Clapping,244369402996029.0,-1.208786,9.766541,0.33203125
1600,Clapping,244374438392439.0,-1.8243103,9.606659,-0.97320557
1600,Clapping,244379473792829.0,-1.7392426,9.693863,-0.016693115
1600,Clapping,244384509207199.0,-2.7691498,9.530655,-1.0704803
1600,Clapping,244389544607590.0,-1.599884,9.638306,0.20640564
1600,Clapping,244394579987507.0,-2.1221771,9.646744,-0.40647888
1600,Clapping,244399615387898.0,-2.1135864,9.703415,0.03526306
1600,Clapping,244404650799049.0,-1.6074219,9.735321,0.35525513
1600,Clapping,244409686199440.0,-2.5732117,9.641312,-0.7509155
1600,Clapping,244414721604057.0,-1.4512787,9.384247,0.26315308
1600,Clapping,244419757004447.0,-2.0241241,9.756622,0.05239868
1600,Clapping,244424792408292.0,-3.0628967,9.066101,-0.3299713
1600,Clapping,244429827808683.0,-2.1422424,9.614029,-0.0496521
1600,Clapping,244434863196930.0,-1.7455139,8.34404,1.085556
1600,Clapping,244439898597321.0,-2.14505,9.710876,-0.004699707
1600,Clapping,244444933997529.0,-2.432907,9.618652,-0.4979248
1600,Clapping,244449969397920.0,-1.4593506,9.526535,0.40014648
1600,Clapping,244455004805399.0,-1.7851868,10.03009,-0.2184906
1600,Clapping,244460040205789.0,-1.4257813,9.657166,0.22309875
1600,Clapping,244465075606241.0,-1.6188812,9.757919,0.16578674
1600,Clapping,244470111006632.0,-2.6591187,9.103516,0.25263977
1600,Clapping,244475146406339.0,-1.6249237,9.5660095,0.83651733
1600,Clapping,244480181806730.0,-1.5910339,9.58548,0.7619171
1600,Clapping,244485217209719.0,-1.5969849,9.736343,-0.5282898
1600,Clapping,244490252610110.0,-1.6384125,9.648178,0.55700684
1600,Clapping,244495287992578.0,-2.061264,9.51149,-1.0288391
1600,Clapping,244500323392968.0,-1.3477173,9.60051,0.8287506
1600,Clapping,244505358818177.0,-1.5287628,9.632141,0.45518494
1600,Dribbling,245010510163173.0,2.2453156,8.43306,3.7202759
1600,Dribbling,245015545571490.0,1.7406464,9.136246,2.3009949
1600,Dribbling,245020580971881.0,1.8860626,9.170975,2.8369293
1600,Dribbling,245025616381355.0,2.0694427,9.206955,1.8230133
1600,Dribbling,245030651781746.0,2.2321625,9.184479,1.8200226
1600,Dribbling,245035687161086.0,2.0696716,9.181091,1.9155273
1600,Dribbling,245040722561476.0,2.0140686,9.204651,1.8841858
1600,Dribbling,245045757964315.0,2.4573517,9.2730255,1.3881989
1600,Dribbling,245050793364705.0,2.240799,9.422348,0.7926483
1600,Dribbling,245055828770986.0,1.7641144,9.445633,1.3122253
1600,Dribbling,245060864171377.0,1.7001953,9.412308,1.2836151
1600,Dribbling,245065899567652.0,1.8882599,9.387573,1.1943359
1600,Dribbling,245070934968043.0,1.8861542,9.441284,1.2081604
1600,Dribbling,245075970380189.0,1.7935638,9.403564,1.3807678
1600,Dribbling,245081005780579.0,1.8650208,9.278595,1.767334
1600,Dribbling,245086041187892.0,1.6672974,9.446884,1.1752014
1600,Dribbling,245091076588282.0,1.7296753,9.37088,1.671936
1600,Dribbling,245096111972274.0,1.9064789,9.15387,2.0093842
1600,Dribbling,245101147372665.0,1.8650055,9.245071,1.9781189
1600,Dribbling,245106182793285.0,1.5101776,9.190628,2.1711273
1600,Dribbling,245111218193676.0,1.6754608,9.364838,1.6334229
1600,Dribbling,245116253580616.0,1.6047974,9.5607605,0.95536804
1600,Dribbling,245121288981006.0,2.254074,9.18457,1.3692627
1600,Dribbling,245126324374551.0,2.2626038,9.29921,1.2441406
1600,Dribbling,245131359774941.0,2.1790009,9.296616,1.3140869
1600,Dribbling,245136395168546.0,2.3892517,9.222961,1.565567
1600,Dribbling,245141430568937.0,2.2165833,9.446533,0.7398834
1600,Dribbling,245146465973034.0,2.1369781,9.421188,0.91470337
1600,Dribbling,245151501373425.0,2.332718,9.371841,0.45567322
1600,Dribbling,245156536786616.0,2.1772003,9.117584,1.86232
1600,Dribbling,245161572187006.0,2.228119,9.116745,1.9994965
1600,Dribbling,245166607598582.0,1.7602539,9.399155,1.181366
1600,Dribbling,245171642998972.0,2.1331482,9.383377,0.9726715
1600,Dribbling,245176678396644.0,2.1674957,9.357101,1.019928
1600,Dribbling,245181713797035.0,2.1171722,9.321808,1.1509705
1600,Dribbling,245186749181513.0,2.1755676,9.30159,1.2611389
1600,Standing,245289874205776.0,0.2108612,9.006882,3.1621246
1600,Standing,245294909599086.0,0.32922363,9.069748,3.0338745
1600,Standing,245299944999477.0,0.47424316,8.896286,3.415268
1600,Standing,245304980378116.0,0.4933319,8.909027,3.3248444
1600,Standing,245310015778507.0,0.5603485,8.902863,3.2768402
1600,Standing,245315051174578.0,0.58425903,8.932831,3.28096
1600,Standing,245320086574969.0,0.64038086,8.992172,3.1881714
1600,Standing,245325121987036.0,0.5882721,9.063095,3.0578003
1600,Standing,245330157387426.0,0.63583374,9.014603,3.02417
1600,Standing,245335192797743.0,0.6391144,9.05452,3.026352
1600,Standing,245340228198134.0,-0.89349365,9.683899,0.21243286
1600,Standing,245345263581413.0,-0.013168335,9.545578,1.8022766
1600,Standing,245350298981804.0,-0.05203247,9.5212555,1.6724396
1600,Standing,245355334380693.0,0.09085083,9.501511,1.63031
1600,Standing,245360369781084.0,0.07366943,9.516113,1.5991364
1600,Standing,245365405203885.0,0.02331543,9.521271,1.5956421
1600,Standing,245370440604275.0,0.035446167,9.475662,1.7425537
1600,Standing,245375476008582.0,0.052612305,9.499191,1.6923065
1600,Standing,245380511408973.0,0.08430481,9.446442,1.8483887
1600,Standing,245385546789971.0,0.06889343,9.492371,1.7064819
1600,Standing,245390582190362.0,0.13960266,9.450699,1.9388733
1600,Standing,245395617593708.0,0.11227417,9.481613,1.8444061
1600,Standing,245400652994099.0,0.113479614,9.4596405,1.8626862
1600,Standing,245405688385344.0,0.16688538,9.4857025,2.0149384
1600,Standing,245410723785734.0,0.309906,9.423401,2.0805054
1600,Standing,245415759202462.0,0.33059692,9.382568,2.125534
1600,Standing,245420794602853.0,0.3889618,9.393448,2.2282867
1600,Standing,245425829994813.0,0.3672638,9.418472,2.0411072
1600,Standing,245430865395204.0,0.3103485,9.375809,2.1419373
1600,Standing,245435900792628.0,0.27755737,9.41185,2.061737
1600,Standing,245440936193019.0,0.3458252,9.390976,2.047882
1600,Standing,245445971606497.0,0.419693,9.405716,2.2123413
1600,Standing,245451007006887.0,0.31941223,9.392136,2.0682373
1600,Standing,245456042393331.0,0.37261963,9.352966,2.290039
1600,Standing,245461077793722.0,0.39222717,9.332001,2.3042297
1600,Standing,245466113197698.0,0.399292,9.329758,2.149292
1600,EatingSoup,245694166494812.0,2.95253,6.8749084,5.559952
1600,EatingSoup,245699201895202.0,2.9975739,6.83165,5.6063538
1600,EatingSoup,245704237299402.0,2.9254608,6.969101,5.4759674
1600,EatingSoup,245709272699793.0,3.0600739,6.961273,5.454773
1600,EatingSoup,245714308081328.0,3.0354156,6.8133087,5.5760803
1600,EatingSoup,245719343481719.0,2.9676666,6.951538,5.435196
1600,EatingSoup,245724378879528.0,2.9423676,6.9115143,5.5186615
1600,EatingSoup,245729414279919.0,2.9468384,6.9142,5.498459
1600,EatingSoup,245734449680694.0,2.977356,6.8442383,5.5510406
1600,EatingSoup,245739485081084.0,2.9780579,6.89653,5.528656
1600,EatingSoup,245744520481042.0,2.898529,6.812378,5.609955
1600,EatingSoup,245749555881433.0,2.9288177,6.9655914,5.459198
1600,EatingSoup,245754591291996.0,3.0244904,6.9228973,5.444046
1600,EatingSoup,245759626692387.0,3.0016785,6.961441,5.429016
1600,EatingSoup,245764662104189.0,3.0687714,6.901245,5.5287933
1600,EatingSoup,245769697504580.0,2.998108,6.9149475,5.493164
1600,EatingSoup,245774732891417.0,2.9230957,6.9427795,5.5147247
1600,EatingSoup,245779768291807.0,2.9943085,6.8829956,5.5407257
1600,EatingSoup,245784803699173.0,3.004837,7.0256653,5.372635
1600,EatingSoup,245789839099564.0,2.9568176,6.9307556,5.4279327
1600,EatingSoup,245794874502042.0,3.0024414,6.901367,5.482361
1600,EatingSoup,245799909902433.0,3.0314484,6.8776093,5.4711
1600,EatingSoup,245804945279429.0,2.9649353,6.9453125,5.4721985
1600,EatingSoup,245809980679820.0,3.0293884,6.883545,5.4926605
1600,EatingSoup,245815016101884.0,2.9651947,6.962738,5.3638916
1600,EatingSoup,245820051502274.0,3.1269836,6.951767,5.5155945
1600,EatingSoup,245825086905082.0,3.9207153,5.980713,5.9341125
1600,EatingSoup,245830122305473.0,4.086609,5.8895416,5.9363403
1600,EatingSoup,245835157687701.0,3.9039917,6.07045,5.853882
1600,EatingSoup,245840193088092.0,3.9391022,6.0481873,5.723755
1600,EatingSoup,245845228497968.0,3.9255524,6.0963745,5.780609
1600,EatingSoup,245850263898359.0,3.945053,6.0251617,5.8787994
1600,EatingSoup,245855299310804.0,3.9031677,5.9985046,5.89357
1600,EatingSoup,245860334711194.0,3.8405151,6.0279236,5.904724
1600,EatingSoup,245865370108390.0,3.9049988,5.91185,5.947403
1600,EatingSoup,245870405508781.0,3.8330994,6.01445,5.8891754
1600,Upstairs,246181593258334.0,-2.9144592,13.322983,-4.9216003
1600,Upstairs,246186628652714.0,-2.8291473,10.220352,-0.5115967
1600,Upstairs,246191664053104.0,-1.0707855,4.997986,2.5734253
1600,Upstairs,246196699457528.0,-1.7778931,5.5101624,-0.8422241
1600,Upstairs,246201734857919.0,-2.8906555,7.475296,-1.1524963
1600,Upstairs,246206770246645.0,-3.7002869,9.89119,-2.0077057
1600,Upstairs,246211805647036.0,-0.7694855,9.022705,-1.0780487
1600,Upstairs,246216841054698.0,-2.0056152,11.241959,-1.0020447
1600,Upstairs,246221876455088.0,-1.5522614,8.99292,-0.905365
1600,Upstairs,246226911838158.0,-2.0537262,13.080795,-4.424759
1600,Upstairs,246231947238548.0,-1.4631653,8.205551,-0.8674774
1600,Upstairs,246236982638879.0,-0.6693115,9.960312,-0.74098206
1600,Upstairs,246242018039270.0,-1.2427673,3.463272,-1.4807129
1600,Upstairs,246247053439238.0,-0.7338257,4.751236,0.02545166
1600,Upstairs,246252088839629.0,-1.4019165,10.549896,-1.7271423
1600,Upstairs,246257124251991.0,-1.4760132,7.484085,-0.47583008
1600,Upstairs,246262159652381.0,-0.4242401,6.8526306,1.2986755
1600,Upstairs,246267195049235.0,-1.1808624,10.375946,-2.1198425
1600,Upstairs,246272230449625.0,-1.1907959,5.200577,0.41635132
1600,Upstairs,246277265843069.0,-1.834137,6.9361115,-1.3041534
1600,Upstairs,246282301243460.0,-2.4397736,12.631546,-5.140213
1600,Upstairs,246287336651798.0,-0.4269867,7.1351013,-0.6195984
1600,Upstairs,246292372052189.0,-4.4795837,17.462814,1.3487396
1600,Upstairs,246297407444209.0,1.5875549,9.584686,-0.75479126
1600,Upstairs,246302442844599.0,-3.6401978,10.693756,-1.6680756
1600,Upstairs,246307478265390.0,-5.2147827,12.080032,-2.9625244
1600,Upstairs,246312513665780.0,-0.8195343,7.15506,0.084609985
1600,Upstairs,246317549063196.0,-4.662674,13.354416,0.07977295
1600,Upstairs,246322584463587.0,-0.71832275,16.299408,3.3792877
1600,Upstairs,246327619854749.0,-2.3310547,8.310303,-0.10820007
1600,Upstairs,246332655255140.0,-3.713272,8.090927,-1.2827759
1600,Upstairs,246337690659187.0,-3.239624,13.585327,-1.7242584
1600,Upstairs,246342726059577.0,-4.045868,12.237778,-1.2715149
1600,Upstairs,246347761468159.0,-6.531082,13.94043,-0.87913513
1600,Upstairs,246352796868549.0,-5.2458954,7.796036,-2.2523346
1600,Upstairs,246357832254603.0,-3.3519287,11.13652,-2.122467
1600,Drinking,251233216150117.0,1.2476807,7.579788,5.426285
1600,Drinking,251238251523571.0,1.3518524,7.412491,5.5827484
1600,Drinking,251243286923962.0,1.241333,7.3339844,5.708557
1600,Drinking,251248322333344.0,1.4492188,7.2947235,5.665039
1600,Drinking,251253357733735.0,1.411377,7.126648,5.892853
1600,Drinking,251258393131821.0,1.4454956,7.125824,5.842224
1600,Drinking,251263428532211.0,1.7436676,7.573059,5.854706
1600,Drinking,251268463926833.0,1.4747162,7.1401978,5.828171
1600,Drinking,251273499355654.0,1.7292633,7.077896,5.833603
1600,Drinking,251278534756045.0,1.6304474,7.0075836,5.983551
1600,Drinking,251283570133910.0,1.7151337,6.7876587,6.128952
1600,Drinking,251288605534300.0,1.8278656,6.9269867,5.9659424
1600,Drinking,251293640931658.0,1.8533936,6.9064026,5.9646454
1600,Drinking,251298676332049.0,1.9167023,6.868576,5.913574
1600,Drinking,251303711741944.0,1.7906494,6.927231,5.914917
1600,Drinking,251308747142335.0,1.7277985,6.982605,5.9793854
1600,Drinking,251313782542760.0,1.8076782,6.812744,6.1522827
1600,Drinking,251318817943151.0,1.9729614,6.963394,5.9077606
1600,Drinking,251323853350166.0,1.5744324,6.9211884,6.0567474
1600,Drinking,251328888750556.0,1.7436523,6.9480133,6.083786
1600,Drinking,251333924153451.0,1.9283142,6.8154297,6.1110077
1600,Drinking,251338959553842.0,1.64534,6.8647614,6.147339
1600,Drinking,251343994954628.0,1.7525482,6.8063965,6.118744
1600,Drinking,251349030355019.0,1.6303711,6.7738037,6.231064
1600,Drinking,251354065733243.0,1.7214203,6.693817,6.177597
1600,Drinking,251359101133634.0,1.8199615,6.8262787,6.109497
1600,Drinking,251364136550409.0,1.5732727,6.6974945,6.294693
1600,Drinking,251369171950799.0,1.4609985,6.733917,6.312332
1600,Drinking,251374207348320.0,1.8746338,6.7059326,6.1307983
1600,Drinking,251379242748711.0,1.7427216,6.753067,6.220108
1600,Drinking,251384278137962.0,1.7876587,6.6388855,6.224579
1600,Drinking,251389313538353.0,1.6125946,6.6362915,6.289612
1600,Drinking,251394348964540.0,1.9081726,6.6932373,6.2028503
1600,Drinking,251399384364931.0,1.6114044,6.7171173,6.2097626
1600,Drinking,251404419746044.0,1.8379364,6.776062,6.097351
1600,Drinking,251409455146434.0,1.8293304,6.6676636,6.1902466
1600,Jogging,251988929026023.0,-2.1710358,6.407791,0.8679657
1600,Jogging,251993964417837.0,0.05795288,-3.2838287,-1.101471
1600,Jogging,251998999818228.0,2.450714,14.430862,1.9514008
1600,Jogging,252004035235968.0,0.49804688,16.684296,6.2237854
1600,Jogging,252009070636359.0,6.866089,16.538483,0.8050995
1600,Jogging,252014106037638.0,2.9405823,17.509308,-1.1517334
1600,Jogging,252019141438028.0,-1.7987518,3.277649,-4.4965515
1600,Jogging,252024176821029.0,-1.3402863,-2.6912384,-0.66786194
1600,Jogging,252029212221419.0,-0.10762024,1.5137482,-2.8114777
1600,Jogging,252034247622348.0,-3.4798431,11.59343,0.14208984
1600,Jogging,252039283022739.0,-1.4927216,11.587875,0.31417847
1600,Jogging,252044318443641.0,-1.6901398,0.6563568,-3.690979
1600,Jogging,252049353844032.0,-2.038437,-4.3950043,-1.3178558
1600,Jogging,252054389241229.0,0.28041077,15.174591,-2.2742462
1600,Jogging,252059424641619.0,4.77623,13.29155,-10.268143
1600,Jogging,252064460040536.0,-1.3626709,-2.9381561,-2.1139832
1600,Jogging,252069495440926.0,3.5776367,10.055527,-4.075409
1600,Jogging,252074530821880.0,0.09213257,14.895508,-4.675873
1600,Jogging,252079566222271.0,-3.6229095,7.6749115,-5.0090027
1600,Jogging,252084601631568.0,-3.3520813,0.9530182,-4.6310425
1600,Jogging,252089637031959.0,-2.5195007,0.80989075,0.0032653809
1600,Jogging,252094672450019.0,1.7456512,15.521301,2.9391937
1600,Jogging,252099707850409.0,-17.382324,17.91095,-0.18217468
1600,Jogging,252104743242160.0,-9.017227,19.613052,-8.852112
1600,Jogging,252109778642550.0,-1.2577667,0.47453308,-2.1587067
1600,Jogging,252114814027059.0,0.3816681,-2.6983643,-2.9433289
1600,Jogging,252119849427450.0,1.0437775,5.3623505,-1.6540222
1600,Jogging,252124884835115.0,1.4345856,8.135941,1.9202881
1600,Jogging,252129920235506.0,2.9595642,12.375885,-1.6707916
1600,Jogging,252134955633642.0,-0.67071533,8.985275,3.5700378
1600,Jogging,252139991034032.0,-3.55188,19.261795,8.732971
1600,Jogging,252145026435472.0,1.3489532,17.893295,-16.261215
1600,Jogging,252150061835862.0,3.3286133,19.613052,-7.395218
1600,Jogging,252155097215497.0,-2.7129364,-2.3185883,-1.723526
1600,Jogging,252160132615888.0,-2.0298615,5.5273895,1.6998749
1600,Jogging,252165168027025.0,-0.7251587,14.241653,2.301056
1600,Walking,252207666810782.0,-0.36476135,8.793503,1.0550842
1600,Walking,252212702211173.0,-0.4865265,8.643509,-0.43984985
1600,Walking,252217737622381.0,-1.1298828,11.568253,1.5581207
1600,Walking,252222773022772.0,-0.92562866,11.240158,1.6235352
1600,Walking,252227808414532.0,-0.18273926,11.633789,2.194046
1600,Walking,252232843814922.0,-0.3983307,6.449005,-0.4953003
1600,Walking,252237879230534.0,0.34503174,7.3825226,-0.06716919
1600,Walking,252242914630925.0,-0.1898346,7.335739,0.32818604
1600,Walking,252247950024511.0,-0.6686859,7.508362,0.46847534
1600,Walking,252252985424902.0,1.7390747,6.773773,0.24136353
1600,Walking,252258020813937.0,-0.16271973,10.48201,1.9281921
1600,Walking,252263056214328.0,-0.94158936,10.890808,1.6600494
1600,Walking,252268091629841.0,0.012893677,10.858536,2.9359436
1600,Walking,252273127030231.0,-0.09812927,10.234039,-0.47633362
1600,Walking,252278162435949.0,1.5344696,6.837845,-0.9771881
1600,Walking,252283197836340.0,-4.658615,7.349121,-1.8150177
1600,Walking,252288233215831.0,-1.4629059,9.683243,-0.0617218
1600,Walking,252293268616222.0,-2.2532196,14.079041,0.22657776
1600,Walking,252298304041197.0,-2.5772552,5.38295,2.6487122
1600,Walking,252303339441588.0,-0.03163147,8.950317,0.51197815
